"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","is_red","free_to_total_sulfur_ratio","sulphates_to_chlorides_ratio","acidity_balance","alcohol_density_interaction","outlier_flag_count"
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,"7",1,0.499999993421053,11.4863312657937,9.96,11.988,4
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,"6",1,0.26923075887574,8.15372071198905,9.83,12.441375,3
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,"5",1,0.658064507637877,4.83865764884249,5.97,9.45801,3
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,"5",1,0.65384614127219,10.3028741988758,6.03,9.87624,4
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,"7",1,0.399999973333335,6.16816665264811,9.99,11.76814,5
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,"5",1,0.703703677640604,9.85279628240761,6.41,9.771776,3
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,"5",1,0.247524750024507,5.52077582525182,11.19,10.0024,3
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,"6",1,0.296874995361328,7.17638616016282,11.72,10.5,3
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,"6",1,0.342857133061225,7.88721285615696,12.74,9.0054,3
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,"6",1,0.409090899793389,18.2347578012411,4.63,12.69888,3
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,"5",1,0.362068959274673,5.80640478705817,6.11,10.19694,4
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,"6",1,0.24390243307555,7.41167750967636,10.8,10.4937,3
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,"6",1,0.312499980468751,5.36578822209485,5.64,11.82384,3
4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,"5",0,0.0617977524618104,10.3771626950435,4.155,10.141452,3
7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,"4",1,0.499999937500008,5.68955707660213,7.015,9.07452,3
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,"6",1,0.285714272108844,4.88761299093825,7.3,9.7608,3
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,"5",1,0.2093023207139,6.1701471260944,9.41,9.0036,3
14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,"6",1,0.127659571751924,9.10102133683891,13.59,10.81512,4
7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,"5",1,0.238095234315949,4.41665439818223,6.795,9.4658,4
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,"6",1,0.611111077160496,6.77954610938798,6.35,12.702976,4
11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,"6",1,0.187499994140625,9.51207912098633,11.33,10.70642,3
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,"5",1,0.299999996666667,3.84613108798173,9.62,8.49269,4
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,"5",1,0.3199999872,9.12488593892576,5.99,10.47333,3
15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,"5",1,0.309859150565364,8.74990885511609,15.54,14.86424,6
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,"6",1,0.374999953125006,4.30890805765807,10.94,11.857398,5
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,"7",1,0.576923065828403,8.17195514026731,9.37,11.56636,4
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,"6",1,0.266666660740741,3.15787811643097,6.43,9.369544,3
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,"6",1,0.842105240997231,8.28559592005828,6.46,11.335932,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,"3",1,0.357142831632655,5.56695291801115,6.215,10.66362,3
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,"5",1,0.374999976562501,5.99994782654064,6.03,9.46713,3
12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,"6",1,0.499999977272728,8.53648126242363,12.11,9.3,3
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,"6",1,0.648648631117605,7.7214212478323,6.5,10.847026,3
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,"6",1,0.45454544077135,10.2271565095851,9.55,9.982,4
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,"6",1,0.666666592592601,6.8353565144745,5.54,11.4402,3
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,"7",1,0.529411733564016,6.34138608065755,9.63,12.4355,3
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,"6",1,0.263157880886427,8.73227137645949,11.42,10.78488,3
10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,"5",1,0.388888867283952,6.97363833132677,10.24,9.38684,5
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,"7",1,0.666666652777778,9.49136455314317,5.76,12.24096,4
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,"6",1,0.71232875736536,14.7538564941558,9.16,10.178172,3
10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,"5",1,0.227272724690083,4.67386224062782,9.65,9.392292,3
10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,"5",1,0.261538457514793,10.9857607639329,10.53,10.093435,3
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,"6",1,0.312499980468751,9.99986486669099,9.28,12.256827,3
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,"5",1,0.66666664197531,6.50594571149745,6.43,9.378192,3
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,"5",1,0.263157880886427,7.59989866801776,12.1,11.39316,3
7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,"5",1,0.238095235260771,5.49544598697309,6.915,9.26652,3
10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,"5",1,0.263157880886427,5.99994285768707,10.12,9.4886,3
11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,"5",1,0.23809522675737,5.88882345751714,10.75,10.4853,3
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,"5",1,0.283464564697129,30.5654610290372,6.79,9.46675,3
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,"5",1,0.363636330578515,3.13251124993223,6.365,9.9608,4
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,"6",1,0.399999980000001,10.2498718766015,12.21,10.29176,3
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,"6",1,0.24390243307555,7.58233426006308,9.46,11.856922,3
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,"5",1,0.382022467617725,4.09087190116453,6.95,9.268752,3
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,"7",1,0.71428568027211,7.23065798987708,6.65,9.946,3
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,"5",1,0.533333327407407,8.37826515857894,6.985,10.759068,3
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,"7",1,0.642857096938779,6.04388962758651,6.51,11.44112,3
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,"6",1,0.333333329218107,4.77743389485491,8.31,9.4658,3
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,"4",1,0.461538426035506,7.74990312621092,4.98,10.049298,3
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,"5",1,0.454545413223144,6.76460640284702,9.41,11.340492,3
12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,"4",1,0.530612234069138,8.14274081798831,12.04,9.58176,3
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,"7",1,0.272727247933887,7.24129607705659,4.94,12.720384,3
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,"6",1,0.479452048226684,7.7776913589849,9.71,9.4905,3
6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,"5",1,0.347826071833649,5.49014225350732,6.025,10.66255,3
12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,"6",1,0.282828279971432,9.70864360540189,11.91,11.5092,4
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,"5",1,0.437499972656252,4.50975970823816,6.2,9.9586,3
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,"6",1,0.256410253122945,8.97424391994974,10.26,9.992,3
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,"5",1,0.270270262965669,8.58482467146536,7.47,9.4677,3
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,"6",1,0.463414622843546,7.37856914010544,12.19,11.293107,3
7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,"5",1,0.313725484044598,2.84288567858933,6.63,9.37086,3
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,"5",1,0.231343281855647,9.14522098101726,7.875,9.31302,4
9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,"5",1,0.271999997824,11.4017626003495,8.91,9.4791,3
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,"6",1,0.461538426035506,8.45228032999607,10.53,9.5,3
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,"6",1,0.374999953125006,9.45933163065364,11.37,9.88119,3
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,"6",1,0.813559308244758,7.36834349112115,5.89,11.447215,3
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,"6",1,0.433333326111111,15.6246744859482,4.62,13.87176,3
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,"6",1,0.374999953125006,9.99986301557513,9.58,11.346876,3
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,"5",1,0.352941155709344,8.70354252699024,9.53,9.976,3
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,"5",1,0.515151507346189,7.16040542709349,9.35,9.773148,3
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,"6",1,0.399999973333335,8.04868233314228,10.96,9.18896,3
10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,"7",1,0.285714272108844,13.5998186690844,10.16,10.77408,4
8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,"5",1,0.249999979166668,5.8535871513762,6.77,10.86076,3
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,"6",1,0.703703677640604,8.69037273365793,10.51,11.845855,4
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,"5",1,0.51851849931413,5.471646493901,5.9,10.16583,3
8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,"4",1,0.357142831632655,8.28559592005828,7.455,10.9637,3
11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,"6",1,0.404255310547759,14.2305867873489,11.05,11.0033,4
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,"5",1,0.112903223985432,3.78879634287986,4.585,10.93345,3
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,"6",1,0.416666649305556,11.1248609392383,10.22,9.38308,4
11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,"6",1,0.27777776234568,8.87311446317658,11.32,9.98,3
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,"5",1,0.357142831632655,5.57888864327744,7.28,9.585984,3
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,"6",1,0.545454495867773,8.52445041884559,9.65,11.9502,3
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,"7",1,0.166666662698413,8.79507475813544,12.185,10.022,4
14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,"6",1,0.399999973333335,10.5331928907615,13.99,8.40672,4
12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,"7",1,0.184210521468144,9.09077135194921,11.63,13.0052,4
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,"5",1,0.576923054733729,7.89459834037999,5.5,9.44756,3
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,"6",1,0.3749999921875,7.0328897484643,9.85,10.29382,3
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,"7",1,0.139534880475933,6.79993200067999,14.915,11.23584,5
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,"5",1,0.568181805268595,6.88302749314944,5.44,11.13112,3
10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,"6",1,0.249999989583334,5.78942289979912,10.16,13.3598,5
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,"6",1,0.333333311111113,8.33323412816514,11.185,9.18804,3
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,"5",1,0.285714278911565,6.22442628136448,11.52,10.30412,3
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,"6",1,0.304347812854443,9.45192531609156,11.25,10.897166,4
10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,"6",1,0.586206876337694,8.02459228898409,10.3,11.163488,4
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,"6",1,0.281249995605469,3.21255262668448,8.34,9.068332,5
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,"7",1,0.583333309027779,12.2533485443867,5.81,11.135936,3
9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,"6",0,0.18644067480609,14.2419926668889,9.46,10.72008,3
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,"6",1,0.395348828015144,9.41165398054141,13.285,10.014,4
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,"7",1,0.204545452221074,16.5905320333629,4.68,13.485352,3
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,"7",0,0.298076920210799,17.5605473037243,5.19,13.922145,3
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,"5",1,0.2499999921875,4.71693663267328,10.27,9.58656,4
10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,"5",1,0.466666635555558,10.1637678070851,10.24,9.48195,3
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,"6",1,0.299999985000001,5.94589237934793,10.12,11.6649,5
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,"7",1,0.517857133609694,11.9695156133998,10.18,12.048817,3
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,"7",1,0.534883708491077,8.09514172450328,13.01,11.38404,4
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,"6",1,0.399999973333335,9.99989247427447,13.31,11.9832,5
13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,"5",1,0.374999990625,6.99990000142855,12.87,9.0036,3
11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,"5",1,0.235294103806229,5.7376578880501,10.94,10.20612,4
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,"7",1,0.499999950000005,3.01675134985657,7.43,9.87228,4
8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,"5",1,0.241830063778888,5.65569134679224,7.315,9.27117,3
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,"6",1,0.807692292159764,9.52365835462929,6.41,10.160016,3
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,"6",1,0.588235259515573,4.74572249387717,10.37,11.70234,5
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,"6",1,0.249999989583334,10.169319164082,12,9.29442,3
